loan_amnt,term_months,int_rate,installment,annual_inc,dti,fico_score,open_acc,revol_util,home_ownership,purpose,emp_length_years
28350,36,17.36,697.21,125149,6.56,614,2,67.71,MORTGAGE,small_business,5
34537,36,19.84,420.81,94891,10.67,787,4,28.73,MORTGAGE,small_business,9
11916,60,12.66,929.83,21378,18.14,734,12,68.3,MORTGAGE,debt_consolidation,17
16563,36,19.14,609.55,66335,0.59,723,8,78.39,RENT,credit_card,6
24625,60,15.89,338.25,95997,23.06,753,18,114.19,MORTGAGE,debt_consolidation,15
11693,36,26.88,842.97,171918,30.41,737,13,7.59,RENT,credit_card,2
16223,60,15.95,642.22,32209,32.79,727,16,84.68,RENT,home_improvement,12
13743,36,14.77,283.01,120475,34.58,605,16,61.19,MORTGAGE,home_improvement,19
11578,36,5.93,1087.9,159957,14.21,649,12,109.54,MORTGAGE,credit_card,6
18019,60,11.24,397.84,146766,28.3,801,18,105.69,OWN,small_business,18
4729,36,18.76,565.84,131568,21.25,623,9,92.45,OWN,debt_consolidation,4
26032,36,11.14,359.37,80332,19.32,651,7,56.22,OWN,small_business,14
28491,36,7.35,269.36,136382,20.89,727,2,4.46,MORTGAGE,debt_consolidation,19
24150,36,8.0,288.58,25274,3.42,627,1,11.03,OWN,car,17
18412,36,27.11,280.02,121980,10.01,759,12,38.9,RENT,car,7
29732,60,14.71,1028.69,117972,31.67,583,2,18.37,MORTGAGE,small_business,9
1870,36,22.81,604.54,103944,23.93,825,8,88.02,RENT,small_business,15
19394,60,14.54,1074.13,119890,27.14,843,12,70.24,OWN,car,3
6185,60,12.51,665.95,103463,10.36,781,14,67.39,MORTGAGE,small_business,4
7591,60,16.23,308.25,53521,22.59,845,1,22.45,MORTGAGE,small_business,1
26553,60,16.5,469.26,82335,1.92,802,12,38.41,MORTGAGE,home_improvement,18
9080,60,18.92,1138.82,24837,3.26,802,4,53.4,MORTGAGE,home_improvement,12
29807,60,21.4,479.58,170354,13.59,791,12,43.11,RENT,credit_card,16
24279,60,15.42,678.75,157023,4.04,622,8,94.13,OWN,car,10
20581,36,18.17,192.81,123726,5.62,675,14,87.42,OWN,small_business,15
9905,36,14.94,721.79,165508,2.28,848,19,103.7,RENT,credit_card,15
29454,36,7.29,1145.0,146053,34.78,811,7,7.13,OWN,credit_card,6
10277,36,8.77,490.85,106911,1.57,619,13,80.85,MORTGAGE,debt_consolidation,11
24959,60,18.09,641.15,71179,29.68,624,10,119.62,OWN,home_improvement,5
16233,60,19.37,886.92,47100,24.31,753,2,32.58,RENT,debt_consolidation,19
6454,60,15.05,980.9,157245,13.79,781,13,23.34,RENT,small_business,9
24067,60,7.71,993.07,131477,3.99,709,7,16.08,RENT,credit_card,6
34243,36,6.72,140.54,117681,17.93,735,6,105.17,MORTGAGE,home_improvement,0
32552,36,6.99,736.66,103956,22.39,824,13,112.13,OWN,debt_consolidation,0
24938,60,25.63,997.58,136351,13.86,789,13,56.12,RENT,debt_consolidation,10
12531,36,10.29,203.49,193013,18.14,643,14,95.98,MORTGAGE,debt_consolidation,3
7869,60,24.77,321.34,122061,15.55,770,16,69.57,MORTGAGE,credit_card,17
19375,60,26.66,382.33,178607,17.75,777,14,30.36,RENT,car,14
23614,36,23.38,218.8,30316,20.24,782,3,86.04,RENT,credit_card,0
13115,36,24.22,637.27,28947,23.61,831,10,79.35,MORTGAGE,small_business,3
29112,60,16.1,709.83,152763,7.24,688,16,31.83,OWN,debt_consolidation,0
22473,36,14.55,1174.88,154170,20.54,797,16,7.22,MORTGAGE,credit_card,12
21939,60,17.03,1085.03,39565,21.98,836,18,9.09,RENT,home_improvement,17
31607,36,22.87,1143.24,176358,25.25,685,10,29.42,RENT,car,13
23443,36,12.69,343.99,65061,32.89,660,17,67.01,OWN,credit_card,2
24386,36,13.22,724.96,58541,20.43,617,10,22.9,RENT,credit_card,11
11617,36,7.36,79.35,75450,1.29,803,7,94.3,MORTGAGE,credit_card,12
29399,60,16.63,479.49,174256,14.3,633,6,66.01,RENT,home_improvement,15
27654,60,27.45,828.98,145940,27.37,592,13,6.67,RENT,credit_card,10
19945,60,10.56,572.03,183631,14.35,673,3,21.67,MORTGAGE,home_improvement,5
26855,60,26.29,401.92,39589,18.96,592,11,19.04,MORTGAGE,debt_consolidation,16
17436,36,21.4,344.09,70509,12.87,821,13,98.5,RENT,car,17
15678,36,15.15,982.57,113435,6.75,816,5,14.2,MORTGAGE,small_business,14
15098,60,6.14,489.88,150306,0.76,729,1,10.79,RENT,home_improvement,14
13857,36,24.79,235.85,194446,33.62,667,11,9.4,MORTGAGE,car,7
12939,60,9.1,1174.74,199009,15.61,759,14,104.34,OWN,home_improvement,9
11295,60,9.16,293.42,58392,17.57,669,19,17.04,OWN,debt_consolidation,11
24824,36,17.23,69.14,79937,18.98,697,17,109.36,MORTGAGE,credit_card,7
23432,60,18.5,278.9,60225,22.65,728,13,37.65,OWN,car,15
1358,60,20.38,162.73,50845,1.97,787,2,89.44,MORTGAGE,home_improvement,9
20878,36,21.3,684.58,70528,0.19,758,18,45.73,MORTGAGE,home_improvement,0
2814,36,9.79,78.93,22936,20.53,789,12,49.06,RENT,small_business,4
1846,36,21.1,408.67,105923,21.32,763,14,51.66,MORTGAGE,debt_consolidation,6
9125,60,26.46,200.33,122974,32.86,599,12,7.15,RENT,home_improvement,11
19556,36,11.28,807.89,166842,29.89,607,13,24.27,MORTGAGE,small_business,5
22833,60,16.1,577.19,153823,0.73,811,7,105.92,OWN,credit_card,9
10788,36,27.53,660.08,174268,9.04,672,1,25.75,MORTGAGE,debt_consolidation,9
9311,60,18.41,387.91,31809,25.29,640,18,73.81,RENT,small_business,7
27536,60,27.79,596.47,100901,22.07,590,18,6.5,RENT,credit_card,10
20477,60,15.02,953.32,157852,2.03,712,1,58.61,RENT,car,4
15908,60,20.24,985.87,100266,13.55,726,4,74.79,OWN,small_business,12
10510,60,23.97,992.45,157577,29.65,800,12,113.38,MORTGAGE,car,14
23054,36,26.44,606.89,102331,8.86,719,4,117.02,MORTGAGE,debt_consolidation,3
24570,36,16.19,81.25,47284,24.77,742,15,22.28,MORTGAGE,small_business,1
29064,36,24.37,1076.58,49044,15.08,691,4,42.49,OWN,small_business,9
2424,60,9.85,168.96,131902,5.38,727,12,109.11,OWN,car,14
33252,36,15.76,481.56,164670,0.73,742,17,23.61,OWN,debt_consolidation,5
7581,36,6.95,184.27,54533,16.04,781,19,108.99,RENT,car,4
18387,60,20.02,237.0,151030,33.98,721,16,9.75,OWN,small_business,5
14245,60,24.63,153.16,169688,25.91,630,13,13.35,MORTGAGE,debt_consolidation,3
11776,36,20.73,87.49,113104,7.7,846,15,110.57,MORTGAGE,small_business,18
22288,60,13.75,463.24,148575,31.92,776,9,94.01,MORTGAGE,small_business,11
6850,36,10.55,752.94,69185,22.1,641,4,83.83,OWN,home_improvement,11
7772,36,21.79,249.48,58907,27.72,706,10,81.55,MORTGAGE,home_improvement,6
12916,60,24.3,1017.85,27907,22.46,809,4,90.97,MORTGAGE,debt_consolidation,11
22591,60,18.37,858.89,28738,14.49,838,4,57.03,MORTGAGE,credit_card,5
11997,60,14.07,1186.21,63671,14.16,644,8,84.38,MORTGAGE,home_improvement,11
22316,60,18.39,737.41,39459,24.73,585,6,90.15,MORTGAGE,credit_card,14
5432,60,14.24,398.14,164797,4.31,580,14,50.48,MORTGAGE,car,2
1893,36,13.15,791.87,119827,22.83,685,5,92.53,RENT,debt_consolidation,4
14255,60,18.56,782.15,54070,27.27,683,19,8.91,RENT,car,1
33001,36,19.8,867.68,126548,1.04,693,12,57.4,RENT,debt_consolidation,19
2932,60,25.03,1110.92,192076,29.26,629,5,26.24,OWN,car,18
22556,36,8.39,897.65,180036,17.79,699,2,90.57,MORTGAGE,small_business,17
27946,36,13.73,1120.88,58148,20.68,787,17,77.16,MORTGAGE,home_improvement,3
22168,36,16.76,544.64,199037,7.39,686,17,41.41,OWN,home_improvement,7
7364,36,24.59,988.92,33583,32.04,625,2,113.57,RENT,home_improvement,8
2013,36,25.23,218.96,39715,34.01,759,2,71.88,RENT,home_improvement,3
15758,60,25.29,122.28,81401,30.1,832,5,114.77,OWN,small_business,18
31561,60,25.47,885.23,182254,7.35,661,4,61.25,MORTGAGE,debt_consolidation,10
8036,60,7.41,56.78,105733,22.47,600,12,58.48,OWN,credit_card,11
5648,60,5.68,257.28,174132,27.75,603,2,29.9,RENT,small_business,1
25345,36,27.81,823.27,146765,5.6,829,16,65.02,MORTGAGE,debt_consolidation,8
34621,60,8.84,699.99,129735,4.34,585,9,8.19,RENT,car,18
7295,36,17.02,193.77,138639,32.93,582,8,19.06,MORTGAGE,credit_card,1
8009,36,10.94,969.7,32011,17.21,636,1,36.07,MORTGAGE,car,17
17393,36,5.69,484.86,134731,27.85,669,19,85.44,OWN,car,10
33154,36,15.78,674.78,152996,24.69,746,12,108.99,MORTGAGE,small_business,18
14565,60,19.76,925.93,97665,14.36,833,14,68.91,MORTGAGE,home_improvement,5
6675,36,6.95,1072.62,46165,22.18,597,14,50.28,RENT,credit_card,7
10171,60,25.19,1167.25,132848,22.54,643,9,34.21,MORTGAGE,home_improvement,6
9787,60,20.59,313.82,143520,23.86,826,8,96.46,MORTGAGE,credit_card,10
29758,60,22.01,337.74,126276,24.73,679,4,8.7,RENT,car,10
21671,36,18.06,1000.65,86500,10.51,640,14,4.37,RENT,car,16
24488,36,9.46,1031.7,175642,17.0,844,3,91.89,MORTGAGE,debt_consolidation,0
25495,36,27.44,859.12,74775,33.05,675,16,108.92,MORTGAGE,debt_consolidation,17
10516,36,17.27,1144.2,64456,2.66,758,3,67.64,MORTGAGE,small_business,9
11789,36,15.25,227.09,161983,34.37,733,7,29.97,RENT,small_business,1
21384,36,19.49,266.37,43363,26.84,695,11,76.51,OWN,debt_consolidation,10
21651,60,10.34,471.49,29109,11.95,692,19,91.29,RENT,debt_consolidation,7
29761,36,24.35,160.0,114547,20.67,668,13,48.32,MORTGAGE,small_business,12
16183,36,8.16,615.7,36877,3.85,769,11,111.86,RENT,small_business,3
2375,60,13.6,141.11,183843,9.79,643,5,23.24,RENT,small_business,19
32728,36,12.49,156.92,65102,13.87,637,11,45.47,OWN,debt_consolidation,5
22389,60,7.55,974.92,79026,5.64,614,11,21.23,RENT,small_business,10
23765,60,11.19,1026.63,22539,14.96,741,17,70.86,MORTGAGE,car,15
21225,36,10.72,377.67,146677,1.78,687,12,115.88,OWN,car,6
21389,36,6.96,531.2,143405,9.07,804,5,59.84,OWN,small_business,5
16954,60,9.64,390.82,167709,26.75,696,9,96.67,RENT,debt_consolidation,7
17482,36,16.69,959.88,54635,16.44,733,4,1.49,OWN,debt_consolidation,4
12362,36,19.17,689.25,105184,20.07,824,12,43.77,MORTGAGE,home_improvement,0
22730,36,9.0,270.92,21316,33.69,840,3,43.89,MORTGAGE,credit_card,1
24499,60,25.34,664.39,153154,6.84,652,9,100.46,OWN,credit_card,17
5809,60,14.08,232.34,157575,17.37,785,16,56.44,RENT,home_improvement,16
1935,60,21.24,824.75,175576,1.73,822,4,37.9,RENT,car,8
26351,60,12.24,60.25,73768,20.92,799,7,75.55,MORTGAGE,small_business,0
24710,36,11.61,1009.59,128426,8.18,661,4,115.59,RENT,credit_card,16
17850,60,16.3,144.64,63969,32.28,634,16,28.76,RENT,debt_consolidation,19
33981,36,27.84,110.55,24409,8.06,723,11,6.65,MORTGAGE,debt_consolidation,11
8684,60,27.92,1069.67,92778,27.48,789,16,71.46,MORTGAGE,car,15
23918,36,21.55,899.62,188324,12.17,672,2,57.1,OWN,debt_consolidation,14
23967,60,14.4,168.28,37085,20.47,759,7,63.49,OWN,debt_consolidation,7
8400,36,22.46,226.73,199706,10.69,706,4,16.25,MORTGAGE,car,2
20229,60,21.0,691.69,149385,1.74,601,6,1.38,MORTGAGE,small_business,1
14146,36,15.05,143.47,46823,4.91,598,18,72.3,RENT,debt_consolidation,10
13199,60,19.98,1133.25,47488,29.82,625,6,50.12,MORTGAGE,home_improvement,7
13424,36,17.2,694.52,116123,2.35,820,16,55.79,RENT,credit_card,15
28516,60,7.17,784.25,77943,29.43,819,14,27.21,MORTGAGE,small_business,18
22158,60,22.44,703.6,174782,6.48,725,10,52.56,OWN,home_improvement,16
13253,60,22.3,138.07,70034,4.78,821,12,101.22,RENT,small_business,17
30287,36,7.58,760.26,150768,0.92,633,17,11.82,OWN,car,9
17459,36,20.87,798.0,186826,3.02,747,6,2.73,MORTGAGE,car,7
13722,60,17.8,748.83,107941,6.45,791,9,95.54,MORTGAGE,debt_consolidation,2
27025,36,22.14,296.15,125311,14.88,641,2,8.76,RENT,credit_card,14
11704,60,21.57,437.41,94398,34.57,773,8,58.59,OWN,home_improvement,13
27026,60,13.38,966.04,35783,7.47,605,17,89.98,RENT,small_business,8
33969,60,26.45,850.2,133212,29.63,830,11,19.62,OWN,home_improvement,5
13991,36,13.06,529.94,103725,18.69,807,2,20.95,RENT,credit_card,10
6515,36,18.2,185.69,23447,22.66,600,7,50.53,RENT,debt_consolidation,4
9150,36,16.34,211.96,96859,1.68,609,4,65.2,OWN,debt_consolidation,16
20520,60,14.51,906.83,77824,31.98,725,8,9.22,OWN,debt_consolidation,7
27536,36,13.07,1098.88,110914,13.46,732,5,101.72,RENT,car,6
8697,60,13.23,133.37,157711,19.34,839,14,59.29,MORTGAGE,car,13
24650,60,26.68,841.87,93118,14.59,662,12,112.72,MORTGAGE,small_business,17
6126,60,18.27,369.16,106889,4.06,834,3,100.81,RENT,car,10
8848,36,22.99,928.02,98886,17.08,802,8,22.1,RENT,debt_consolidation,16
30305,60,19.5,618.83,77942,20.4,750,8,41.02,OWN,small_business,3
6939,60,8.27,466.58,150291,12.85,831,3,55.77,MORTGAGE,credit_card,13
6299,60,14.19,931.16,34052,13.85,731,3,66.23,OWN,car,1
16152,60,16.52,1032.35,143671,14.5,620,15,12.32,OWN,home_improvement,12
6197,60,8.26,169.99,182377,16.54,776,19,108.88,RENT,car,10
2449,36,14.03,696.13,56763,8.56,774,16,57.95,RENT,credit_card,15
5232,36,15.56,561.32,108393,9.83,692,4,98.4,RENT,car,11
17968,60,20.6,1060.79,89447,19.68,834,14,31.37,OWN,home_improvement,11
19889,60,14.62,381.13,83452,28.42,801,14,62.37,RENT,car,11
27485,60,14.46,1074.08,158659,13.3,833,9,14.32,RENT,debt_consolidation,7
12344,36,8.51,208.28,166712,28.62,750,1,76.96,RENT,car,5
22153,60,8.38,397.72,77407,3.77,587,16,69.81,MORTGAGE,small_business,3
5790,60,25.81,1199.79,134687,24.27,677,15,31.0,OWN,home_improvement,7
17896,60,21.4,407.55,29275,24.71,615,7,0.88,OWN,debt_consolidation,16
21652,36,7.97,73.85,138339,12.04,760,9,90.03,RENT,small_business,12
4654,36,8.58,117.86,97568,33.74,599,8,14.1,RENT,home_improvement,3
25548,36,22.13,489.12,77858,9.4,698,6,43.1,RENT,car,6
15153,60,8.26,240.68,190955,1.89,829,1,67.58,MORTGAGE,credit_card,4
29365,60,24.11,249.98,65692,2.32,717,17,7.33,OWN,small_business,0
32259,36,24.83,650.43,111931,11.29,824,7,12.14,RENT,debt_consolidation,17
23173,36,7.56,1066.37,164210,21.64,603,8,37.4,MORTGAGE,debt_consolidation,0
23318,60,6.84,446.02,103574,28.6,787,17,20.64,OWN,car,6
6249,60,9.06,162.36,162242,30.45,757,6,104.09,OWN,small_business,5
3895,60,16.06,932.91,63953,10.51,728,6,100.31,MORTGAGE,car,6
23588,60,16.61,639.13,155960,9.33,717,13,10.14,RENT,debt_consolidation,8
14629,60,8.6,516.06,139024,26.91,673,17,94.93,RENT,small_business,16
20915,36,17.99,1176.0,132661,7.24,599,13,84.92,OWN,debt_consolidation,16
21411,60,14.01,590.97,52800,15.13,665,6,57.18,MORTGAGE,small_business,18
20508,36,22.34,390.71,130415,10.14,662,15,83.85,OWN,home_improvement,10
10764,36,26.42,799.54,134190,33.54,681,7,20.29,RENT,debt_consolidation,9
26851,36,8.45,1163.07,52208,27.03,708,10,86.77,OWN,small_business,17
4631,36,24.06,394.9,146559,13.39,590,2,116.65,MORTGAGE,credit_card,1
1661,36,7.8,181.37,55377,26.69,710,6,71.4,RENT,car,3
30075,60,16.93,1064.57,46710,8.42,781,13,1.41,RENT,credit_card,6
33347,60,23.21,816.86,128640,12.22,596,14,114.0,MORTGAGE,debt_consolidation,16
27910,36,22.02,892.41,133944,20.56,814,7,42.38,MORTGAGE,small_business,19
6495,60,23.05,822.53,69577,21.11,591,4,42.2,MORTGAGE,debt_consolidation,8
12664,60,27.52,1131.74,185756,25.36,619,9,54.1,MORTGAGE,home_improvement,18
11831,36,18.86,765.66,98253,25.28,649,16,54.44,MORTGAGE,home_improvement,2
25566,36,18.43,735.81,133765,31.51,782,9,52.89,MORTGAGE,credit_card,6
26785,60,25.96,837.58,53941,14.76,714,16,50.58,RENT,debt_consolidation,8
31313,60,21.45,92.9,64560,14.49,746,17,83.76,MORTGAGE,credit_card,1
17999,36,26.53,451.02,121383,28.2,594,11,10.7,MORTGAGE,small_business,12
14281,36,9.95,675.07,88305,20.7,736,17,74.7,RENT,debt_consolidation,3
34402,60,26.88,801.22,97229,25.1,750,12,30.34,OWN,debt_consolidation,4
29129,36,12.65,120.36,172975,31.41,637,4,57.02,RENT,debt_consolidation,14
1207,60,9.9,719.53,184805,12.28,840,5,62.19,RENT,home_improvement,0
11207,60,17.24,125.53,190236,13.58,812,6,101.1,MORTGAGE,car,9
2802,60,22.02,689.88,134049,22.28,685,19,29.0,RENT,home_improvement,8
33726,36,6.91,1188.44,120477,30.46,773,6,86.48,OWN,home_improvement,7
7828,36,23.81,644.99,196120,11.7,769,3,72.5,RENT,home_improvement,19
20953,36,20.17,573.66,33792,2.41,609,14,82.68,OWN,car,5
14379,36,5.74,252.78,124794,2.1,779,9,40.69,OWN,car,11
2551,36,9.3,326.62,170245,15.92,765,16,32.06,RENT,credit_card,16
3708,36,24.63,921.79,64828,31.84,800,6,82.72,OWN,debt_consolidation,18
33463,36,15.9,1183.16,150742,16.89,757,16,46.55,MORTGAGE,debt_consolidation,4
15482,60,9.37,1066.32,117764,7.4,647,4,94.53,MORTGAGE,debt_consolidation,16
27170,60,8.9,243.42,66360,29.23,844,1,99.1,OWN,debt_consolidation,9
32186,36,12.01,574.27,173230,19.58,836,4,108.42,MORTGAGE,small_business,14
2657,36,16.98,764.3,167899,10.05,648,10,77.75,RENT,debt_consolidation,9
22061,60,15.62,739.38,191064,26.49,661,1,17.59,MORTGAGE,debt_consolidation,16
16228,36,20.01,796.18,154718,14.07,596,8,87.74,OWN,small_business,9
19103,36,13.73,423.34,129997,19.91,790,15,9.0,RENT,credit_card,17
10343,60,8.71,631.38,145050,10.59,805,10,86.76,MORTGAGE,small_business,15
5552,36,21.8,530.2,139829,32.21,773,16,14.32,RENT,debt_consolidation,10
32222,60,24.28,438.8,161636,18.44,670,15,22.73,OWN,credit_card,5
14136,60,20.45,1122.06,135256,4.45,660,5,73.98,MORTGAGE,home_improvement,3
25885,36,9.84,668.0,185211,16.63,782,6,81.44,MORTGAGE,debt_consolidation,6
15042,60,9.81,742.58,90499,5.58,804,9,47.55,MORTGAGE,credit_card,10
19981,36,21.42,87.22,119423,15.54,681,10,109.42,RENT,debt_consolidation,16
4306,60,6.06,261.5,30705,29.41,703,13,97.05,OWN,debt_consolidation,16
15139,36,12.26,1150.1,184230,12.04,800,4,114.95,OWN,home_improvement,1
27015,36,10.36,783.99,67838,33.15,721,2,24.42,OWN,credit_card,6
29379,60,17.16,443.32,88147,25.74,691,9,34.39,RENT,car,6
34377,36,7.47,591.92,199819,8.07,827,19,117.9,MORTGAGE,debt_consolidation,18
31306,36,9.63,122.47,88737,8.86,580,5,28.57,OWN,credit_card,13
15489,60,16.33,506.1,161072,3.65,734,3,72.67,OWN,small_business,0
8206,60,17.3,884.53,87745,23.68,810,9,13.17,RENT,small_business,8
33606,36,20.2,620.54,47559,12.58,696,19,96.26,OWN,small_business,19
30545,36,18.78,648.81,96488,16.49,636,3,32.94,OWN,car,7
13828,60,21.31,271.96,173079,9.84,623,4,50.36,OWN,car,18
34996,60,22.1,627.47,82363,17.34,621,13,114.71,MORTGAGE,home_improvement,5
10417,36,9.67,815.51,34837,18.79,619,4,62.64,OWN,home_improvement,15
26876,36,6.4,789.99,142475,14.65,738,13,37.32,OWN,small_business,18
11682,60,10.94,1113.26,85355,14.66,842,6,9.53,OWN,small_business,12
34536,60,8.5,866.81,194732,0.42,658,9,14.89,RENT,car,13
8970,60,20.75,789.2,185992,24.57,727,3,92.46,MORTGAGE,home_improvement,5
31932,36,21.59,287.67,178578,9.69,715,10,79.07,MORTGAGE,home_improvement,1
34002,36,22.4,558.07,111471,15.58,791,3,70.78,MORTGAGE,debt_consolidation,19
1859,36,23.68,170.89,24234,20.48,704,8,23.21,MORTGAGE,car,15
32348,60,27.2,1012.87,145982,18.61,584,4,68.32,RENT,small_business,13
20363,60,6.59,550.87,130866,26.31,616,17,107.04,MORTGAGE,small_business,0
31678,36,13.73,823.69,115379,24.75,843,7,52.24,MORTGAGE,home_improvement,2
17661,60,17.49,893.95,63552,4.51,813,5,19.52,OWN,credit_card,16
24355,36,22.34,1053.28,181108,24.5,806,5,36.22,RENT,home_improvement,6
2757,36,13.83,143.62,41294,25.26,722,17,9.73,MORTGAGE,home_improvement,18
32358,60,25.84,882.71,72634,12.17,788,18,99.36,MORTGAGE,debt_consolidation,15
27215,60,7.06,1136.1,92941,29.6,710,2,95.07,MORTGAGE,car,12
23867,60,13.98,377.93,119427,15.66,687,5,60.05,OWN,debt_consolidation,6
4797,36,23.0,1034.75,37882,11.6,622,3,106.8,OWN,home_improvement,18
1141,36,13.54,856.8,74345,5.87,664,11,84.83,RENT,credit_card,17
1691,36,14.54,911.74,37013,0.34,819,3,105.55,OWN,car,19
3035,36,10.35,911.03,166164,7.69,787,14,8.62,RENT,home_improvement,17
31009,60,19.31,207.29,185375,18.81,733,15,66.15,RENT,home_improvement,3
25578,60,12.79,659.37,174115,26.06,791,5,39.23,OWN,home_improvement,2
5079,60,20.02,139.16,86345,2.66,667,9,79.25,MORTGAGE,credit_card,15
1901,60,14.63,151.63,28000,14.84,626,5,43.08,OWN,credit_card,14
19678,60,19.69,1168.14,24236,16.96,790,18,26.04,OWN,small_business,6
17766,60,11.05,1159.75,56530,18.43,847,2,62.69,MORTGAGE,credit_card,16
4738,60,25.11,838.8,58718,32.22,711,5,57.04,OWN,small_business,16
17972,60,23.34,864.99,47156,9.65,589,15,97.21,RENT,small_business,12
8491,36,12.45,562.46,77300,2.21,608,19,74.57,OWN,small_business,13
29211,36,12.12,408.78,39650,27.0,711,17,109.63,OWN,debt_consolidation,12
30504,36,22.51,617.54,127018,23.91,797,12,113.04,OWN,home_improvement,15
4159,60,11.04,1165.98,88483,26.36,673,18,3.23,MORTGAGE,car,10
33092,36,11.64,450.43,187631,28.01,666,19,43.14,OWN,small_business,17
22732,36,27.77,472.14,20254,19.79,635,11,85.1,OWN,credit_card,0
23473,60,16.32,538.33,80188,28.55,728,9,52.82,MORTGAGE,home_improvement,5
19354,60,27.51,383.18,118760,27.16,724,5,52.11,MORTGAGE,small_business,17
29074,60,20.72,789.32,199594,4.35,742,6,97.23,MORTGAGE,home_improvement,4
33182,36,18.58,312.34,29185,32.49,794,11,17.51,OWN,home_improvement,2
11582,36,15.99,946.29,85355,34.11,657,8,33.05,RENT,home_improvement,16
16036,36,7.21,1199.88,153293,16.1,709,18,82.6,RENT,small_business,11
1785,60,20.32,1134.4,102299,31.23,781,11,98.01,MORTGAGE,debt_consolidation,17
19845,36,19.15,58.25,184695,5.58,809,11,94.95,MORTGAGE,home_improvement,7
7470,60,16.03,978.24,40575,21.26,632,12,61.61,RENT,debt_consolidation,7
19425,60,17.74,261.63,185233,3.74,642,16,91.82,OWN,home_improvement,1
22038,60,12.37,559.8,68777,24.1,668,4,72.09,RENT,home_improvement,6
11451,36,12.75,657.24,54626,11.63,754,6,36.23,MORTGAGE,car,0
9767,60,23.04,1053.5,51712,25.45,801,8,21.1,OWN,home_improvement,11
3811,36,12.36,510.86,184599,16.33,597,2,60.68,OWN,small_business,4
8357,60,21.73,631.04,113481,14.5,791,3,77.72,RENT,small_business,9
29482,60,7.71,802.63,131027,34.4,664,19,35.92,RENT,credit_card,12
18796,36,13.98,248.32,95623,14.6,698,18,19.32,MORTGAGE,small_business,11
25881,60,5.58,712.1,36110,18.71,809,18,85.8,OWN,car,13
9335,36,17.03,808.79,186574,21.45,845,7,3.09,OWN,credit_card,14
32024,60,9.9,667.64,33805,1.72,682,18,7.77,MORTGAGE,car,12
26380,36,12.25,214.25,91121,10.27,690,11,117.86,RENT,car,15
13330,36,18.07,357.71,176714,34.49,619,17,14.59,MORTGAGE,credit_card,19
4648,36,12.15,113.99,193804,3.84,623,1,84.61,OWN,credit_card,17
31835,36,20.34,1128.69,95593,20.18,591,7,72.5,OWN,debt_consolidation,10
12777,60,26.01,455.4,39887,27.3,765,12,91.75,RENT,small_business,0
11878,60,15.0,250.74,124389,23.37,601,6,81.34,RENT,small_business,0
8226,60,16.63,193.11,33950,15.27,765,17,97.6,OWN,car,1
3176,36,16.49,708.21,147446,33.25,614,3,115.98,OWN,credit_card,1
10111,36,25.85,177.06,92968,4.66,786,12,86.04,RENT,car,12
10587,60,15.55,1030.17,55980,26.32,739,8,21.56,OWN,small_business,4
32831,36,26.85,1113.17,182590,7.69,673,10,4.41,OWN,credit_card,14
19268,60,20.8,281.64,128093,28.58,668,4,57.56,MORTGAGE,small_business,15
